Event	ID	Name			Wwise Object Path	Notes
	79443166	amb_urban_car_play			\Default Work Unit\Ambience\Urban\Emitters\amb_urban_car_play	
	615520941	amb_bark_play			\Default Work Unit\Ambience\Urban\Emitters\amb_bark_play	
	627636653	amb_pipe_stop			\Default Work Unit\Ambience\Urban\Emitters\amb_pipe_stop	
	696522398	amb_urban_train_play			\Default Work Unit\Ambience\Urban\Main\amb_urban_train_play	
	819666031	amb_urban_play			\Default Work Unit\Ambience\Urban\Main\amb_urban_play	
	898276677	amb_transformer_booth_stop			\Default Work Unit\Ambience\Urban\Emitters\amb_transformer_booth_stop	
	1082893790	amb_radio_paly			\Default Work Unit\Ambience\Urban\Emitters\amb_radio_paly	
	1117439136	amb_urban_car_stop			\Default Work Unit\Ambience\Urban\Emitters\amb_urban_car_stop	
	1692838752	amb_urban_train_stop			\Default Work Unit\Ambience\Urban\Main\amb_urban_train_stop	
	1732715259	amb_bark_stop			\Default Work Unit\Ambience\Urban\Emitters\amb_bark_stop	
	2163396527	amb_pipe_play			\Default Work Unit\Ambience\Urban\Emitters\amb_pipe_play	
	2209834263	amb_transformer_booth_play			\Default Work Unit\Ambience\Urban\Emitters\amb_transformer_booth_play	
	3533032082	amb_radio_stop			\Default Work Unit\Ambience\Urban\Emitters\amb_radio_stop	
	3537193581	amb_urban_stop			\Default Work Unit\Ambience\Urban\Main\amb_urban_stop	

Game Parameter	ID	Name			Wwise Object Path	Notes
	1537061107	WInd			\Default Work Unit\WInd	
	3412057565	Train			\Default Work Unit\Train	

Effect plug-ins	ID	Name	Type				Notes
	104729057	Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 6	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\7C\{7CC3F262-1090-311F-DD7B-AC2F1EB1066C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_bark\Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 6		168824
	125998053	Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 11	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\80\{80F789F1-32B3-17D5-FCAC-3C76D3A76E71}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_bark\Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 11		340324
	147636027	amb_urban_main_horn_04	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\31\{312CA352-7ABA-699F-D4FF-A798ED64577D}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Main\Specks\Horn\amb_urban_main_horn_04		258144
	160879446	Electricity, Buzz & Hum, Fluorescent Light, Neon Tube, Buzz & Electrical Hum SND36893	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\B4\{B4713856-FA5A-E909-347A-766C38CE082F}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\Amb_transformer_booth\Electricity, Buzz & Hum, Fluorescent Light, Neon Tube, Buzz & Electrical Hum SND36893		8263760
	194457529	amb_urban_main_distan crowns_01	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\94\{94B663C1-BDA2-6559-7701-6599EC4F970B}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Main\Specks\Distant crowns\amb_urban_main_distan crowns_01		369696
	214901691	amb_urban_main_Train	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\EC\{EC4D25FF-319C-64A7-6540-DD7368813F31}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Train\New Random Container\amb_urban_main_Train		2577232
	217694245	Water, Drip, Isolated Waterdrops, Droplet SND122414 5	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\69\{69295C8B-7464-8249-A2C7-076473B953BF}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_pipe\Water_drop\Water, Drip, Isolated Waterdrops, Droplet SND122414 5		78340
	243147138	Water, Drip, Isolated Waterdrops, Droplet SND122414 9	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\75\{75285020-9BB1-F6DA-9000-511A559967A8}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_pipe\Water_drop\Water, Drip, Isolated Waterdrops, Droplet SND122414 9		67536
	280128166	Radio Noise 4 by DSG Id-338154	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\71\{71C222C0-68D1-DF88-1528-EE41A144200E}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_radio\Radio Noise 4 by DSG Id-338154		2092260
	331668524	Water, Drip, Isolated Waterdrops, Droplet SND122414 7	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\A4\{A453F1D4-E60C-7018-7103-D4D3F239A192}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_pipe\Water_drop\Water, Drip, Isolated Waterdrops, Droplet SND122414 7		88588
	350555364	amb_urban_main_Vehicles_04	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\FB\{FBB808E7-42A4-A7D8-5E6C-B462E6CCA28D}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Main\Specks\Car\amb_urban_main_Vehicles_04		1009216
	350575222	Communications, Static, Radio, Station Search, Crackling, Wrong Frequency 01 SND90717	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\7D\{7D576AA9-48E9-CF13-F724-392817E4F45C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_radio\Communications, Static, Radio, Station Search, Crackling, Wrong Frequency 01 SND90717		9605284
	376836566	Water, Drip, Single Drip SND55616 2	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\9C\{9C47316E-DECB-AE67-A1B7-E15A1B61C945}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_pipe\Water, Drip, Single Drip SND55616 2		3967156
	384427282	amb_urban_main_Wind, General, Gusts, Snow, Leaves, Howling SND11619 3	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\49\{49E8486A-5C78-00CD-2F3D-32E59004DD44}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Main\Wind\amb_urban_main_Wind, General, Gusts, Snow, Leaves, Howling SND11619 3		1978668
	386570759	amb_urban_main_station	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\08\{08573F50-E308-D34A-E4B3-1A08081AF03D}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Train\New Random Container\amb_urban_main_station		4042472
	389811714	Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 4	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\87\{87E175E2-612F-6E36-4206-7BE227D78EEF}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_bark\Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 4		348544
	433752717	amb_urban_main_horn_01	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\39\{39E58DD1-FB19-5B0A-8E15-E1A6A5A6B921}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Main\Specks\Horn\amb_urban_main_horn_01		275968
	456805709	amb_urban_main_crow_04	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\42\{42CB0C59-0851-2987-EF5D-EE44C054BFD7}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Main\Specks\Crown\amb_urban_main_crow_04		200596
	495981728	Water, Drip, Isolated Waterdrops, Droplet SND122414 3	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\4F\{4FE869D6-65E2-A672-7CAC-266009217A0F}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_pipe\Water_drop\Water, Drip, Isolated Waterdrops, Droplet SND122414 3		44320
	517766478	Electricity, Buzz & Hum, Lights, Electrical Hum SND53025	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\BD\{BD2F0C87-8F9B-B44C-D21F-881FA6817860}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\Amb_transformer_booth\Electricity, Buzz & Hum, Lights, Electrical Hum SND53025		5457948
	529383586	Water, Drip, Isolated Waterdrops, Droplet SND122414 2	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\6C\{6C8B6D1A-1E8A-B8B2-B787-44D7EBF8FD83}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_pipe\Water_drop\Water, Drip, Isolated Waterdrops, Droplet SND122414 2		43372
	539655229	amb_urban_main_Wind, General, Wind Urban Strong Wind Blows Howling, Metal Squeaks 01 SND71919	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\9B\{9BAD623E-F416-30D6-78DB-30A7C2B860B8}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Main\Wind\amb_urban_main_Wind, General, Wind Urban Strong Wind Blows Howling, Metal Squeaks 01 SND71919		7039804
	604509140	Wind, Interior, Wind, Through Pipe 02 SND148150 1	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\0E\{0E98EA20-6A41-C3F5-E8EE-CDBFFAFB57B4}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_pipe\Wind, Interior, Wind, Through Pipe 02 SND148150 1		5829296
	625123552	Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 7	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\EB\{EBC16A1B-DC03-F55D-EFCA-17FB53326A1B}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_bark\Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 7		358372
	652452574	amb_urban_main_horn_02	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\39\{3945D98F-0AD1-721B-28F7-06A5A28AFC2B}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Main\Specks\Horn\amb_urban_main_horn_02		768056
	699574247	amb_urban_main_crow_02	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\7A\{7A008855-3167-BCA8-CE50-F8612AAB9770}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Main\Specks\Crown\amb_urban_main_crow_02		165036
	811950197	amb_urban_main_crow_01	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\42\{424D40FA-AD5A-E418-19E7-870D3E5FE6CD}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Main\Specks\Crown\amb_urban_main_crow_01		196044
	817841933	Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 14	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\81\{813383DC-92FD-3417-0346-E259E6E478D2}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_bark\Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 14		251132
	818818573	Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 9	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\24\{243CFD30-D5AD-18F0-5CBB-93D5E516A344}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_bark\Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 9		432252
	820965519	Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 2	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\4F\{4FC13F3F-F82F-865E-59E7-1CFD9CEF4BF0}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_bark\Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 2		501852
	829489727	amb_urban_main_crow_03	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\45\{45ED9C8B-B96C-2D37-3F98-1C9877780A93}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Main\Specks\Crown\amb_urban_main_crow_03		265660
	851954209	amb_urban_main_distan crowns_02	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\E2\{E228EABE-82D0-2D14-E1D6-60EF729F5EAB}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Main\Specks\Distant crowns\amb_urban_main_distan crowns_02		314196
	856059271	Water, Drip, Isolated Waterdrops, Droplet SND122414 4	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\04\{045C8E0C-1C48-6BE5-D976-875A88DE992A}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_pipe\Water_drop\Water, Drip, Isolated Waterdrops, Droplet SND122414 4		46360
	911000357	Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 10	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\30\{30D0DAA8-3C55-7F18-959D-D58BF7485AB9}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_bark\Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 10		311744
	934341727	amb_urban_main_distan crowns_03	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\AE\{AE730F28-E5AC-41CF-6E65-96A3968586B5}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Main\Specks\Distant crowns\amb_urban_main_distan crowns_03		225696
	948516311	Water, Drip, Isolated Waterdrops, Droplet SND122414 8	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\18\{180F2A1B-F6C2-220A-63E9-420BC7DF4DA3}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_pipe\Water_drop\Water, Drip, Isolated Waterdrops, Droplet SND122414 8		66272
	957278115	Belgiums About Buying Cutting Wood Amateur Radio by klankbeeld Id-718369	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\EE\{EE1488C0-9BFC-8124-29C8-296503DE8320}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_radio\Belgiums About Buying Cutting Wood Amateur Radio by klankbeeld Id-718369		3510420
	959692900	Electricity, Buzz & Hum, Electric Stutters SND76455	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\6A\{6A80607B-6A00-4E01-1BB3-ECB801A958AA}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\Amb_transformer_booth\Electricity, Buzz & Hum, Electric Stutters SND76455		6914348
	967402316	amb_urban_main_Vehicles_02	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\EF\{EF8B15D2-51C6-9D7C-93EC-014A802FE25E}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Main\Main\Specks\Car\amb_urban_main_Vehicles_02		961696
	1039639948	Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 8	D:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\23\{23610207-813A-300A-2231-8248FD9011CF}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Urban\Emitters\amb_bark\Animals, Dog, Barking, Angry, Light Growling, Quiet Area, Birds SND104811 8		338208

