Event	ID	Name			Wwise Object Path	Notes
	755517494	M4_Reload			\Default Work Unit\Weapon\M4_Reload	
	881992129	M4_Stop			\Default Work Unit\Weapon\M4_Stop	
	2059328811	M4_Play			\Default Work Unit\Weapon\M4_Play	

Switch Group	ID	Name			Wwise Object Path	Notes
	3122859639	tail			\Default Work Unit\tail	

Switch	ID	Name	Switch Group			Notes
	645492555	out	tail			
	2077253480	room	tail			

Game Parameter	ID	Name			Wwise Object Path	Notes
	3554434311	Ammo			\Default Work Unit\Ammo	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	460666277	Bullets, Shell, 762x39, Fall, Concrete, Harder, Distant SND49551	C:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\B8\{B8B9D08B-24F7-A230-317F-C3AC88BF77BB}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Gun\New Blend Container\Reload\Bullets, Shell, 762x39, Fall, Concrete, Harder, Distant SND49551		100622
	467086784	Guns, Pistol, Handgun, Reload, Mag Out, Mag In SND117387 1	C:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\1C\{1C94F432-C0FB-C59E-8A72-A641AE3F4A11}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Gun\Reload\Guns, Pistol, Handgun, Reload, Mag Out, Mag In SND117387 1		309284
	476198375	Guns, Misc, Paintball Gun, Shoot, Fire, Exterior, Strong Detail And Mechanism SND146038 2_01	C:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\2B\{2B7414E3-1944-B726-FA14-C47ED0967F55}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Gun\tail\outdoor\Guns, Misc, Paintball Gun, Shoot, Fire, Exterior, Strong Detail And Mechanism SND146038 2_01		332016
	630275917	Guns, Misc, Paintball Gun, Shoot, Fire, Exterior, Strong Detail And Mechanism SND146038 1_02	C:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\F5\{F570A9F3-5DCA-E2F4-FF8D-411131F49A31}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Gun\New Blend Container\Mechanism\Guns, Misc, Paintball Gun, Shoot, Fire, Exterior, Strong Detail And Mechanism SND146038 1_02		37896
	633735336	Guns, Mechanism, Pistol, HK USP, Slide Forward 02 SND154303 3_02	C:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\1E\{1E8E41C9-E1EF-FEB3-2B57-54188CC112E9}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Gun\New Blend Container\Mechanism\Guns, Mechanism, Pistol, HK USP, Slide Forward 02 SND154303 3_02		38252
	659338174	Bullets, Shell, 762x39, Fall, Concrete, Harder, Distant SND49551 5	C:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\8B\{8BDEBD81-58D5-D6B9-227C-CF6B19742BED}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Gun\New Blend Container\Reload\Bullets, Shell, 762x39, Fall, Concrete, Harder, Distant SND49551 5		106502
	697657171	Bullets, Shell, 762x39, Fall, Concrete, Harder, Distant SND49551 6	C:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\F1\{F1CFC637-C3D4-D64A-FFBD-167C7AFDF7E7}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Gun\New Blend Container\Reload\Bullets, Shell, 762x39, Fall, Concrete, Harder, Distant SND49551 6		128708
	709237918	Guns, Mechanism, Pistol, HK USP, Slide Forward 02 SND154303_01	C:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\33\{330AFDAA-85EB-420D-19D1-8E85A2A20FB5}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Gun\tail\outdoor\Guns, Mechanism, Pistol, HK USP, Slide Forward 02 SND154303_01		327508
	820615464	Guns, Mechanism, Pistol, HK USP, Slide Forward 02 SND154303 2_02	C:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\08\{0805FD85-5AA0-6D93-6A75-56E0DC37CB78}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Gun\tail\outdoor\Guns, Mechanism, Pistol, HK USP, Slide Forward 02 SND154303 2_02		338780
	828507954	Guns, Pistol, Handgun, Reload, Mag Out, Mag In SND117387 4	C:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\A0\{A0A75BF7-2434-5F02-5469-47FF95BE1BDD}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Gun\Reload\Guns, Pistol, Handgun, Reload, Mag Out, Mag In SND117387 4		308200
	845811936	Bullets, Shell, 762x39, Fall, Concrete, Harder, Distant SND49551 1	C:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\38\{38EBABD1-23EC-D81B-4AB7-94C13C786564}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Gun\New Blend Container\Reload\Bullets, Shell, 762x39, Fall, Concrete, Harder, Distant SND49551 1		104044
	891807436	Guns, Misc, Paintball Gun, Shoot, Fire, Exterior, Strong Detail And Mechanism SND146038_01	C:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\13\{13AD8FB4-CB30-3F72-BE94-27A2268A0277}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Gun\tail\outdoor\Guns, Misc, Paintball Gun, Shoot, Fire, Exterior, Strong Detail And Mechanism SND146038_01		337088
	891978691	Guns, Misc, Paintball Gun, Shoot, Fire, Exterior, Strong Detail And Mechanism SND146038 3_03	C:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\B1\{B1DBAE3F-B106-29F4-2086-6D8CBC9A052C}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Gun\tail\indoor\Guns, Misc, Paintball Gun, Shoot, Fire, Exterior, Strong Detail And Mechanism SND146038 3_03		347232
	918615604	Guns, Pistol, Handgun, Reload, Mag Out, Mag In SND117387 3	C:\TestWwiseUnity\TestWwiseUnity\DZ_1\.cache\F6\{F6A5458A-1C55-5343-46E9-D75C5A1445E2}.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapon\Gun\Reload\Guns, Pistol, Handgun, Reload, Mag Out, Mag In SND117387 3		317012

